,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108
Gene87,-0.698723,0.7038874,-0.272247,-0.017770,0.1389006,-0.295776,0.0488463,-0.648694,-0.875106,-0.621118,-0.242500,-0.644603,-0.335920,0.7987263,-0.049748,-0.115987,-0.334704,0.6260811,-0.546695,-0.982259,-0.010364,-0.531483,-0.296643,-1.176927,-0.835733,-0.637391,0.2227415,-0.011179,0.1800308,1.0812018,0.7778980,0.0896988,0.2134981,-0.482289,-0.171567,0.2778589,0.7026296,-0.192164,-0.504892,0.2543004,-0.218131,0.0929154,0.3207082,-1.150184,-0.226335,0.9554108,-0.905574,-1.106265,-0.442797,0.5769167,0.3110352,-0.671397,-0.075167,0.3160441,0.4845267,0.1823961,-1.077883,-0.973129,0.7721531,-0.092206,1.0463519,-0.652305,0.2935223,-0.325294,-0.005143,0.1055326,1.6156740,-0.319697,0.3747533,-0.121033,0.5855394,0.2284599,1.1610971,-0.275726,-0.052145,1.1898552,-0.169395,0.5587402,-1.460645,0.5981493,0.6267699,0.2397749,0.7252998,-0.205098,-0.077171,-0.070118,1.1419572,0.2461315,0.4567583,0.4965874,-0.317272,-0.040427,0.8171883,-0.269669,0.4522206,1.3132818,-0.145452,-1.182954,-0.283115,-0.231270,0.0826162,-0.099056,0.4656068,0.0836835,0.0213873,-0.023476,-0.376265,-0.039031,0.1579872
Gene88,-0.142666,0.5018308,-0.312684,0.8850524,-0.275052,-0.811617,-0.730863,0.1583754,-0.842909,1.4424909,0.2470775,-0.723056,0.1418965,0.9025985,0.1721000,-0.177607,-0.947350,0.1770447,-0.198204,-0.408307,0.2202734,0.0130011,0.2154152,0.0308737,-0.135650,-1.293268,0.3712908,-1.067087,-0.205089,-0.631769,-0.370426,-0.186062,-0.220176,-0.814417,-0.459488,-0.846204,0.3682882,-0.356945,-0.149829,0.0932754,-1.138526,0.0876929,-0.797074,0.3483245,-1.114085,1.0316191,-1.139649,-0.371702,0.4148084,0.4224385,0.1166931,-0.635770,-0.041734,-0.344928,1.4688602,0.4526127,0.9647958,-0.642131,1.2740218,-0.740097,0.0990650,0.2456088,1.2155777,-0.878824,0.6896118,-0.077428,1.2019067,0.8780715,0.9971497,0.1692322,1.3449688,0.3718066,-1.187776,0.2386782,-0.154572,-0.862228,-0.394967,0.5025122,-0.065020,0.8627521,-0.373385,1.3594785,0.9133835,-1.271802,-1.393404,0.7836389,-0.370800,-0.737384,-0.903002,0.5751595,-0.621948,0.3289837,0.1129281,0.6278060,0.3175790,0.4043396,-0.333276,0.0761560,-0.329565,-1.002493,0.3389649,-0.557754,-0.745043,1.4156478,1.0145869,0.1042126,0.7642478,0.4098419,0.6464660
Gene89,0.2275568,0.5967302,-0.730480,-0.199875,2.4686352,1.5361642,0.3259474,-0.116452,-1.172697,1.0523413,0.0192919,-0.239110,-1.199223,1.0229877,-1.196162,-0.706646,-1.040756,-1.618907,0.8760235,0.3395232,0.0477027,0.9993793,-0.849255,0.1563437,0.0340858,-0.396384,0.0013335,0.6491795,-1.101074,-0.270665,0.4172427,0.0324542,-0.426390,-0.535498,-0.473423,-0.747482,-0.154421,0.5164872,0.3606659,0.8576544,0.1175454,0.0635455,-0.748687,0.2402016,1.2750841,-0.378419,0.3150180,-1.615866,0.1060054,-0.380037,-1.340812,0.7444354,-0.618172,-1.051811,-0.101710,0.1175609,-0.006509,0.3872574,0.5200499,1.9327817,1.3483114,-0.204122,0.5202990,0.0679167,1.2395144,0.9137698,1.1737687,0.7545793,0.9604278,-0.181484,0.2521283,-0.455528,-1.015314,0.1228228,0.2621626,-0.103343,-1.699012,-0.620188,-0.466657,0.4239360,-0.269787,-1.643726,0.3262673,0.3231066,0.4369614,1.3126903,0.0915652,-0.255526,-1.048875,0.5929375,0.5223789,-0.302581,0.5570220,-1.058218,0.5501000,-0.074130,-0.442812,-0.866598,-0.380975,-0.168299,0.4115632,0.1769859,-0.443565,-1.747272,-0.063550,0.6552347,-0.175693,-0.554672,1.3052108
Gene90,0.6782133,-0.406343,0.5365800,-0.274597,-0.294116,0.4552968,0.8536848,0.5744264,0.1636191,0.3567175,-1.230751,1.6056444,-0.969100,0.9376812,0.0164513,0.6121749,1.5132891,0.3994544,-0.016466,-0.763910,1.2719113,0.1069976,0.2370797,-0.133331,-1.667596,0.7831959,-0.303517,1.5057069,0.7641920,2.2386417,1.1502825,1.5540891,-0.032551,-0.381252,0.5594162,1.9299914,0.4542948,0.0837010,0.3807877,-1.518775,0.9787505,0.3991135,0.1067389,0.7212347,0.3434700,-0.941988,1.1526659,0.5209455,-0.918527,-1.054659,0.7136044,0.0814811,0.0959446,0.1905258,-1.060201,-1.540466,0.0003773,0.6106147,-1.393195,1.4520956,-0.095322,0.0919519,-1.456263,-0.332952,-0.852492,0.1752714,-2.235149,-0.841477,-0.917704,-0.283887,-0.643112,0.5334747,-0.916700,-0.385324,0.9220736,1.1670096,-0.767213,-1.693097,0.3698317,-0.723318,0.3443721,-0.228133,0.0658333,0.5902077,1.8946292,-1.126860,0.4250076,-1.341530,1.4095887,-1.090450,1.3968620,-1.434152,-1.207938,0.3086603,-0.026941,-0.349271,-0.947518,-0.604610,-0.850197,-0.478030,-0.659081,-0.141295,0.3857356,-1.341297,0.6860622,-0.223023,-0.442948,-0.824033,0.5050243
Gene91,0.3826828,0.4302421,-0.278579,1.3327439,0.8302638,1.6724851,-0.306364,0.2563937,0.6313913,0.7336722,-0.077883,-1.040179,0.3293834,-0.693484,-1.071791,-0.328754,-0.745366,-1.569283,-0.749196,0.1941127,-1.028037,1.9535490,-0.100440,0.1858909,-0.204358,1.1744033,1.0922474,-1.234036,-1.814662,-0.607654,-0.826247,-0.017487,0.2740135,-0.102441,-0.238147,-1.378856,-1.101733,1.0910186,0.8943989,1.6417423,-0.355128,0.5867793,-0.793836,0.4859642,1.3398044,0.0976861,-0.073895,0.4146463,0.1198550,0.5650786,0.2131544,0.6769446,-0.763194,-1.503070,0.1797812,0.5947393,1.3052476,0.4984738,0.9113854,0.3695394,0.5354470,0.5387269,-0.073086,1.1866648,-0.911091,1.9160401,-2.712120,0.9084754,-2.437305,-0.029035,-1.478890,-0.845867,-1.683662,-0.102580,0.2657667,0.0705193,-0.615429,-0.157220,0.1316192,-0.982151,0.4538609,0.3559752,1.1220756,-0.077798,0.1156448,1.1328241,-0.468569,0.6581962,-0.066383,0.3407386,-0.704715,-0.405626,-0.228030,-0.546681,0.3195286,-0.558914,1.5311870,-0.465689,1.0413362,-0.839119,0.0313492,0.2381400,-0.068848,-1.500492,-1.237734,1.0761160,-0.465268,0.0833339,1.1531475
Gene92,0.2477641,-0.578120,-0.256462,-0.785685,0.7720457,0.7293029,-0.510090,0.1587244,-0.366425,0.8570446,-1.342717,0.9150629,-0.255205,1.0187103,-0.232226,-0.568668,0.8307257,0.1424648,-0.402411,-1.462441,0.0264013,0.4344206,-1.287764,-0.497373,-0.640718,0.3186146,-0.431316,1.6353760,1.2506134,0.7185123,-0.784658,-0.367655,1.3856685,-0.691739,0.4262296,0.0432408,1.8119852,0.4242416,0.6274522,-0.657145,-0.110080,-1.010048,0.2196073,0.2557204,0.2582568,-1.228209,1.2040807,-0.594791,0.0192084,0.5553593,-0.561163,-0.836329,0.6974374,-0.064466,-1.193697,-1.586450,-0.002928,0.8517434,0.0250526,1.7612627,1.6308986,-0.529127,0.1344286,-0.562434,0.6685944,0.0053372,-0.073624,-0.562489,-0.536034,0.7716872,0.4903986,0.0247657,-0.720320,-0.180760,0.6009194,-0.027651,-0.335941,-0.569447,0.6522465,1.3098055,0.3362980,0.8499808,-0.318554,-0.230023,-0.020209,-0.928014,1.0211739,0.2038814,0.1219925,-0.674846,-0.125297,1.0998694,-0.327532,-0.108000,-1.274176,-0.117230,-1.242855,-0.724284,-0.206178,-1.741515,-0.920420,0.4265425,-0.223862,-0.555075,1.4659093,0.5275399,0.7600467,-0.941244,0.3594979
Gene93,-0.168269,1.3251267,-0.020776,0.6797342,1.5978469,0.3241679,0.2825514,-0.281219,-0.433303,0.3231229,-0.650944,0.0494004,0.2063948,-0.665092,0.2047274,-1.291974,-0.305220,-0.717873,0.8783338,1.3649851,-0.420770,-0.298503,0.0998905,0.5030143,-0.115632,-0.270170,0.2952746,0.5806333,0.6619193,0.7026661,-0.251485,2.0407778,-0.836854,-1.540774,0.5104970,-0.303438,0.4182975,-0.154857,0.1977655,1.0649369,0.5369401,0.3155903,0.2074825,-0.305480,-0.330542,0.6546496,0.1792044,-0.837549,-0.808020,0.0514259,-0.998491,1.0563223,-1.103989,-0.401551,0.9054502,0.2951076,0.6934279,0.6713290,0.0416651,0.5582804,-0.087557,-0.060348,-0.473916,1.2816791,-0.286139,0.0920778,-0.708254,0.9141335,0.4887374,-0.883859,-1.254362,0.4215220,-1.255229,-0.277754,0.2217836,-1.306709,1.2472694,-0.428485,-0.322252,-0.702142,0.6762462,-0.202993,-0.102557,0.2858793,-0.838070,0.5709918,-0.833968,1.3386349,0.3231333,-0.530430,-0.829868,-0.464938,0.0760578,-1.010081,0.1662545,0.7439353,-0.178370,-0.576059,1.0816822,-0.817344,0.8525547,0.5038175,0.0768552,-0.523273,-0.764825,-0.674321,-0.762027,-0.507466,-0.665791
Gene94,-0.262665,-0.061256,0.5142001,0.3349658,1.4918287,0.9188327,0.0262612,0.5041170,-0.345436,0.3602228,-1.121514,0.8417315,-1.378029,0.4958806,-0.781501,-0.243720,0.1458646,2.7763905,0.5843570,1.0006980,0.5954271,1.0748265,-0.570997,0.3773394,-1.081720,0.5062643,-0.967672,2.3653119,0.9251050,0.5868127,0.5028762,0.9473702,0.1499931,-1.385180,-0.452643,-1.110865,2.0139576,0.3498917,0.7594270,-1.214882,-0.020178,0.0718287,0.9544139,0.0569394,-0.155721,-1.899057,1.2420828,-1.790814,-1.362751,0.1126027,-2.423260,0.9854015,0.1484113,0.1138428,0.8918048,0.2631852,-0.569908,-0.728756,0.2243649,1.1907401,1.3654807,0.4121799,0.1595280,-1.769039,0.8402297,0.1419863,-0.977097,-1.368494,0.9226703,0.5165644,0.6283416,0.0561936,-0.432611,-0.013497,1.6277419,0.3121162,-0.970750,-0.336109,-1.086390,-1.807936,-0.240281,-1.994026,0.2749373,0.8835654,-0.212806,0.0128936,0.3677503,0.7329150,0.1200238,0.0999178,-0.057418,0.3882949,-1.052524,-0.501480,-0.073783,-0.070204,-0.378093,-1.000766,-0.864997,0.8993584,-0.738025,0.0857039,0.0617454,-1.860394,-0.447548,-0.218172,0.2805751,-1.024963,0.8296619
Gene95,0.5752159,0.6226251,0.8329050,0.0252223,-0.206690,-0.238254,0.9843100,0.2701563,-0.139934,0.9019596,-1.312212,1.2350582,-0.951487,0.3869771,0.5378963,0.1491684,-0.043901,-0.456742,-2.566530,-0.460382,-0.748740,0.5834593,0.0448366,0.3462561,0.7520453,-0.612409,-0.358236,-0.162901,-0.485816,-1.364310,-1.860734,0.0197850,0.6105726,-2.099783,-1.096519,-1.451133,0.6570661,0.6249634,-0.116218,-1.866078,0.0622549,-0.080951,-1.071233,-0.281964,0.8161438,-0.757507,-0.503855,-0.247898,-0.631459,-0.199487,1.2582218,-0.570450,0.6175050,-0.688132,0.4193408,0.0523899,0.2915571,-0.424202,0.0823977,1.2044476,-0.283650,0.5147640,0.2717687,0.2820186,1.3990871,-0.185182,1.9604282,0.6914896,-2.044315,-1.036706,1.8943639,0.5373071,1.8775615,0.7200831,1.1223499,0.1219039,0.0063927,-0.856413,0.8587089,0.1752088,1.2054089,-0.981050,0.2276636,1.6208818,-1.601393,0.0463049,-0.040100,-0.812777,0.3554469,0.2661397,-0.885699,0.5381581,-1.030814,-0.199974,-0.349357,0.9812650,-0.893371,-0.954687,0.8679250,-0.508680,-0.437585,0.9791457,-0.199831,0.0238928,-0.023457,1.4930355,1.7917214,-1.326729,0.9127774
Gene96,1.2631479,0.1149708,0.2782637,-0.280638,0.2109205,-0.682490,0.2401058,-0.684505,-1.041175,0.7959722,1.4323981,-1.067575,1.9223073,1.5943953,-0.115110,2.4474641,0.2797970,1.2335364,-1.948053,-1.745144,-1.021575,-0.783184,-0.634607,-1.098653,0.1452774,-0.388458,-0.915412,-2.065150,-1.070307,-0.643608,0.1306306,-1.355347,0.7796840,0.3674533,0.7166855,-1.678594,-0.918045,0.4160587,-0.508024,-0.164110,-0.776537,-1.024239,-0.845376,-0.358984,-0.484830,1.3774480,-0.846377,-0.282671,1.1842293,0.0484775,0.1225904,-1.100348,-0.099472,-1.264404,0.4295610,0.4813012,0.4062106,-0.661812,0.1440740,-0.860580,0.7290282,0.2640920,0.7739076,-0.188388,0.7349320,0.1831465,1.3576431,-0.614330,0.5104251,0.6682281,0.4902906,-0.941488,0.5642494,0.6311243,-0.652677,0.9104013,-0.357593,1.7284709,-0.288835,2.2783343,-0.246655,-0.857214,-0.907426,-1.135311,-0.241248,1.2636005,0.9581887,0.4709545,-1.637903,-0.071297,0.6037175,1.3266064,1.7566639,-0.254987,0.3190876,1.1495836,-0.306896,-1.378879,-0.651437,-0.669169,-0.512490,0.4259189,0.5407282,2.1305777,0.7960604,-1.241581,-0.044019,0.5322669,-0.045948
Gene97,-0.331813,0.7167987,0.1597127,0.3915833,1.1304961,0.2208707,-0.750660,-0.729020,-0.380233,0.0816010,-1.164239,0.6553877,-0.330166,1.0868158,-0.041960,-1.638493,0.8483482,0.0668799,1.0332810,0.8131462,1.7846288,0.1943055,1.4128700,-0.592331,0.5112223,-0.448135,-1.180358,1.2203829,1.1892559,0.3673780,0.9338887,0.6583530,-0.625073,-0.504129,-0.479774,0.6561514,-0.092372,-0.970221,0.5725889,-0.035916,-0.381830,0.8441300,0.4505353,-0.345591,-0.486074,0.5464076,-0.136491,-0.407542,-0.825550,0.5269064,0.2419038,0.2596285,-1.275830,-0.138254,-0.281175,0.2401738,-0.534110,0.5149096,0.2381367,0.2843628,1.2121017,0.6005613,-0.517098,-0.127481,-0.503923,-0.009245,-0.856162,0.4349296,0.3282005,-0.131202,1.0846723,-0.401651,1.4820945,-0.287131,-0.858067,-0.045466,-0.613501,-0.108598,0.3854972,-0.689485,-1.515974,0.7569427,0.5255820,-0.349208,-0.638797,-1.049150,-0.331925,-0.317359,1.2678197,1.0408967,-0.544984,-0.693125,-0.671826,-0.243645,0.0318354,0.4410958,-0.262202,-0.571826,0.2970530,-0.569014,-0.031436,-0.180363,-0.899402,-0.561726,0.0031469,-0.641750,-1.143332,0.2988477,0.4291035
Gene98,0.1071649,0.8781914,-0.560261,0.1892086,2.0006210,1.7827357,-0.333986,-1.542154,0.7676711,0.7532083,1.0048006,0.3735778,-0.874258,0.1981540,0.2951799,0.1584228,0.1470860,0.6256623,0.2695709,-0.124944,-1.323811,1.2451541,0.3077163,0.7793508,0.5377286,0.7152800,-0.330380,1.1587985,-0.488281,0.8646268,0.0328143,0.2523148,0.2923333,1.8965320,0.4702155,-0.275393,-0.685109,1.7679712,0.0123207,-0.069785,-0.560919,1.1256382,0.1073712,0.1133486,1.2816891,-0.096952,0.0270879,-1.164802,-0.535848,0.2367282,-1.689142,-0.099146,0.2691274,-0.345921,0.7146590,-0.559990,0.2975077,0.0967831,-0.262330,1.3357400,0.5072203,0.5909501,0.1564768,-0.668175,-0.019315,0.9022320,-1.166901,-1.117873,0.2846940,-0.173575,0.2087386,-1.561195,-1.661140,-1.101628,0.9110894,0.9579485,-1.427005,0.1245637,-0.383152,-1.631042,0.3558642,-0.753884,-0.054193,-1.014759,0.9620217,-0.546204,-0.501856,0.9148542,-0.774201,-0.425220,1.0421704,-1.051966,0.4146422,0.6018881,0.0826685,-0.416120,-1.355991,-0.935062,-0.696443,0.2304530,-0.078502,0.4864523,-1.271689,-0.891534,-0.784594,-0.192422,-0.259780,0.2449432,-0.631109
Gene99,-0.432304,-0.841864,0.9947614,-1.603952,0.0389307,1.3647805,1.9210108,-0.686169,-1.037535,-0.663745,-0.262658,-0.563855,-0.000424,0.3149206,0.1862679,0.9936064,-0.941524,-0.044654,-0.337701,-0.863358,-0.533136,0.7229745,-0.490521,0.9266522,-2.836161,1.0248185,0.6580663,0.5094006,0.3311202,-0.070311,-0.445559,0.5473053,0.8881364,-0.120717,0.7320048,0.5253884,-0.225001,1.2998738,-0.569691,-0.667107,1.0691204,-1.813529,-1.225964,-0.473828,0.9670530,-1.225086,-0.268233,-0.460194,-0.237334,-0.600198,0.0132491,-0.562073,0.7026046,1.8936302,-0.732484,-2.476979,-1.217379,-0.233316,0.2331001,1.8509070,1.0515604,-0.896072,-0.511071,2.2746785,0.4799175,-0.788943,-0.355283,0.8997590,-1.361351,1.2488227,-0.098477,-0.325639,-0.551439,1.1113010,0.2040239,2.4163731,-0.349392,-0.221674,0.5692751,0.7064860,2.0287931,-0.394907,-1.551620,0.6811365,1.3652761,-0.252077,0.6588235,-1.181209,-0.695088,-0.934599,0.8715403,-0.113311,1.2320605,-0.230099,0.0800348,0.9420040,-1.276180,-1.836277,-0.235632,0.2669509,-0.790068,0.3489353,0.9279687,0.9319915,0.4476089,0.0035674,-1.008846,-1.066295,0.3315489
Gene100,-0.913096,1.2405225,0.1444440,0.8687604,1.7757339,-0.725108,-0.370149,-0.940176,-1.043133,-0.233431,1.6207255,0.7773719,0.1092944,-0.519358,0.1001730,0.6204143,1.1595041,0.0121440,0.9394819,0.6176505,-0.564902,-0.895494,1.0992880,-0.685998,1.2035194,-0.558079,-0.409008,1.2098838,0.8319403,0.8343768,-0.147874,-0.216693,0.2999149,0.2637651,0.6539004,0.5606861,0.4119802,-1.660884,-0.409902,0.6396073,-1.078174,-0.031585,0.1703090,-0.271197,-0.579678,0.4443625,-0.302289,0.4871228,-0.630799,0.6821609,0.7077321,-0.584212,-0.112206,1.3765227,1.2061897,-0.838221,-0.448771,-1.925715,-1.501923,0.0449220,0.4013141,-0.172705,0.6176308,-0.158086,0.9742169,-2.333654,1.9441546,-0.094255,-0.997641,0.2038417,-0.406632,-1.104191,-0.694535,-1.257748,-0.395669,-0.607438,-0.727230,-0.499022,0.3125473,1.5026097,-0.497838,-0.355894,-1.696835,-0.558462,-0.068711,0.0818372,0.4620744,0.1094626,-0.668172,0.3695929,0.5345815,0.1564845,0.2357845,0.1077153,0.1816742,-0.627932,1.6670719,-0.398222,-1.119422,-0.278199,0.1828947,0.1521113,0.9810668,1.1679655,-0.402568,-0.570823,-0.485505,0.6321616,-0.317729
Gene101,-0.234793,-0.059905,-1.342701,-1.075207,-0.166792,0.1982548,0.1699371,0.2190712,1.6780691,-0.597192,0.9114351,1.0142295,0.3333497,-0.355946,-0.078366,-0.006169,1.8452988,-1.687313,1.0749264,0.7716320,-0.481338,0.3124976,0.1035057,-0.369298,-0.355528,-0.017386,0.1704546,0.0105148,1.3506237,0.1764143,0.2430146,-1.255987,-0.545041,0.6562780,0.2295350,-0.206999,-2.023481,0.4639068,-0.217619,0.2292523,0.3205037,0.4752874,-1.410014,0.9270880,0.4611417,-0.402390,1.7795170,0.4342386,0.3586170,-0.565745,0.6992974,0.0845894,-0.393028,1.2436783,-1.146319,0.8269572,-0.232742,-0.298302,0.5659817,0.0747729,0.4500919,-0.357319,-0.492854,0.3368450,-0.883502,-0.890838,-0.088877,-1.109676,-0.480207,-1.546648,-1.644763,-0.654874,-2.192951,0.4649924,0.2748582,1.6573687,0.5466603,-0.929876,-0.098828,-0.747933,0.9469012,-0.766894,-0.359981,1.2127055,0.0696842,-1.301933,-1.132597,-0.411051,-0.191558,-0.096379,1.0545318,-0.630435,1.0807848,0.6408220,-0.460198,-0.770351,0.6635706,1.3492727,0.8046318,1.0029640,0.4156900,0.3393432,0.0665539,-0.909579,-0.808877,-0.132210,0.9086216,0.6282046,0.2878453
Gene102,1.1188867,0.7417711,0.2522475,0.8880200,2.7604352,2.1683349,-0.616779,-1.571930,-0.494839,2.6123991,-0.158659,-1.981792,0.2485729,0.3210335,-1.101640,-0.148382,-0.982585,-0.699475,1.1792745,-0.422365,0.8264016,2.8215500,0.4694896,-1.403396,1.2509633,0.2520881,-1.105217,-0.617030,-1.485187,-0.703631,0.9912054,0.4902959,0.2975827,0.9598573,-0.249367,-0.141001,-1.108763,1.4824916,0.1921952,0.8346439,-0.229039,0.7797098,-0.360340,0.8657155,0.5128958,0.1401077,-0.818314,-2.143095,0.6322812,-0.026909,-1.268408,0.0638385,-0.682406,-0.749054,0.0499301,1.0817720,0.9611678,-0.656524,-0.022934,0.7303705,1.2283028,0.9158524,-0.620708,-1.160552,0.0439623,0.7653972,-0.972856,-0.415747,2.6470950,-1.050390,0.8929168,-0.796042,0.8770993,-1.400197,-0.252424,-1.312057,-1.106780,-0.027774,-0.290259,-0.654585,-0.828886,-0.428809,-0.420158,-1.702887,-0.143178,1.4090821,-0.355038,0.0400846,-0.348898,0.3814338,1.1136527,-0.988274,0.0963108,-0.246340,1.3705127,-0.122962,-0.095171,-1.506565,-0.113303,-0.064663,-0.416340,1.3750377,-2.420370,-0.988332,0.9842407,0.8198080,-0.593628,0.3099211,-0.454977
Gene103,-0.535888,-0.049931,0.1452683,0.0675654,-1.773618,-0.887962,0.8003533,-0.027469,-0.427661,-1.058343,-0.142936,1.9458167,0.3720523,0.9547400,1.1078590,-0.029447,-0.017019,0.0288745,-0.433692,-0.726025,-1.695926,-1.872552,0.1292387,0.4620492,-0.005738,-1.103834,0.5693240,-0.667985,-0.656199,-0.772095,-1.496897,-1.805373,-0.194475,0.2860904,-0.148603,-1.890858,0.2242137,-0.757377,-0.446780,-0.055316,-1.302215,-0.252995,0.1303821,-1.113316,-0.792860,0.2166794,-0.470424,0.2580839,-0.266711,0.5513519,-0.417998,-1.012296,0.4185555,-2.132294,0.9169845,-0.857516,0.1417312,-1.011004,0.6015563,-0.047438,0.1155418,-1.149116,1.6032719,-1.114694,1.2876829,-0.615076,1.0142712,-0.586818,0.6788745,1.9454404,2.0840747,0.1898392,0.2681554,0.8889626,0.7847368,-0.920221,0.2948880,0.0115020,-0.763605,2.0126361,0.3769643,0.7070924,0.4009751,-0.167898,0.0833059,-0.098196,0.7892670,0.5914533,0.1540852,0.5904285,-0.968353,1.3547834,-0.014564,0.6237502,0.3961529,0.5172278,1.0882513,0.5625713,-0.117246,0.8743125,-0.413761,0.1267949,0.5546144,1.9073522,0.3553520,-0.868522,1.3904549,0.6600252,-0.458703
Gene104,-0.429028,0.0989129,-1.180361,-0.568782,-0.072007,-0.489328,-0.867781,-0.245529,-0.518368,-1.077997,0.4290551,-0.171334,0.0360726,1.0680788,0.6634884,0.3197847,1.2075344,0.1866412,1.8911489,1.7913405,1.2026146,-0.264741,0.8145766,-0.112834,1.0075983,0.1034779,-0.794799,0.2748758,0.8079391,-0.347951,1.3523175,0.1765684,0.0714929,-0.785682,-0.910266,-0.079155,-0.961991,-1.152651,0.8020493,-0.330627,0.5956701,0.0539694,0.3547005,0.9328519,-0.491213,1.4960327,1.3410146,0.3443518,-0.896701,0.3679300,1.0547040,1.3865694,-0.886581,-0.418765,0.0338334,-0.001756,-0.153789,-0.188341,-0.285544,-0.414921,-0.418585,-0.365961,0.3767928,-0.281014,-0.719457,-0.195813,0.2194640,0.4090668,-0.543104,-0.915532,-0.289049,0.3889469,-0.266654,0.2243443,-0.777913,0.6646443,0.7798542,-0.534133,-0.580275,-0.052498,-0.396740,-0.510064,-0.709759,0.9447426,-0.361918,-0.952929,-0.752958,0.1917922,1.4878951,-0.073428,0.1259379,-0.757703,-0.937467,0.0072328,-1.332341,0.3751162,1.1266062,-0.682055,-0.662949,0.5153769,-0.043441,-0.511549,-0.643684,0.4586550,-0.524219,0.2969591,0.1639025,-0.711275,0.5787934
Gene105,-0.004992,0.8924914,-0.484270,0.4439851,-0.293352,-1.250771,1.0130664,1.2013152,-0.894140,1.0598442,0.6342985,-0.099872,0.0253194,-0.290554,0.2225434,0.4368498,-0.718680,-0.252645,0.1823901,0.6948898,-1.166372,0.4787140,0.4177203,0.5382177,1.0245725,-1.009091,1.0210512,-0.862627,-0.055254,-1.448809,-2.321224,-1.137895,-0.535399,-1.972755,0.3158904,-1.550065,0.3918423,-1.343337,0.6471162,0.5174283,-0.875223,0.2587073,-0.558697,-1.301155,0.4583137,0.6832932,-0.832016,-1.095501,0.4584555,0.8271958,-0.406195,-0.308403,-0.192780,-1.534356,1.4851592,1.4482719,0.7616494,-2.231918,0.9886458,-1.026275,-0.158708,-0.013200,0.2376717,0.9782672,1.9551856,-1.160208,0.1881314,0.8537214,1.4732183,0.1848660,1.7065527,0.1368516,-1.717212,0.1192284,0.4364555,-1.365935,0.5131186,-0.912017,-0.413248,0.5873950,-0.757938,-0.253397,0.0706569,0.0675523,-1.030939,0.4433810,1.6191062,1.1678653,0.5584473,0.4458052,-1.394152,2.2859006,-0.428090,-0.381092,0.9963597,0.8717980,0.3725926,-0.741267,0.5462631,-1.071488,-0.915498,1.5022160,0.4643348,-0.159324,0.0243892,0.4468171,0.6644432,-0.174648,-0.344826
Gene106,0.4116096,0.7402436,-0.620932,0.0679038,0.3523580,-0.512166,0.8377038,-0.366404,0.1703182,-0.485933,-0.045274,0.8193932,-0.189252,1.0678254,-0.868072,0.0966259,0.2935795,-0.121667,0.5212352,0.0596082,0.1255283,0.3138321,-0.082108,0.4944049,0.0114471,-0.528761,-1.409450,0.2889841,0.3883510,0.4505101,0.5591007,0.1718626,0.0149849,0.5271367,0.5172114,-0.787959,0.1254525,0.2582238,0.0397889,0.1036455,-0.542905,-0.167829,0.9018431,0.3101463,0.9842735,0.4892558,-0.021099,0.2801666,-0.984937,1.0714279,-0.488582,-1.347415,-0.013502,0.7750802,0.5791047,-0.534147,0.2546039,-1.794524,-0.382657,1.0786310,0.7120774,-0.710215,0.2580069,0.0560023,0.8507548,0.1338210,0.9972761,0.2329964,0.7846862,0.7404914,0.2560388,0.2116505,0.6943534,-0.994161,0.4663595,0.1620877,-0.596874,-1.268323,-1.496935,-0.299854,-0.359473,-1.695441,-0.485955,-0.495439,0.9247321,0.5141788,0.7470606,0.6194786,-0.830513,-0.871260,-0.499669,0.0296594,-0.829589,-0.353440,0.2814342,0.4414501,-0.338175,-1.393940,0.3614954,-0.711597,-0.567882,-0.329207,0.9312724,-0.002355,-0.678937,-0.064157,-0.123482,-0.238210,0.5699116
